Gender,Rate,Age Next Birthday,Loan Term,Premium Rate
F,0.03,34,11,4.71
F,0.03,35,11,4.91
F,0.03,36,11,5.37
F,0.03,37,11,5.68
F,0.03,38,11,6.09
F,0.03,39,11,6.61
F,0.03,40,11,7.23
F,0.03,41,11,7.98
F,0.03,42,11,8.35
F,0.03,43,11,8.56
F,0.03,44,11,9.78
F,0.03,45,11,10.27
F,0.03,46,11,11.50
F,0.03,47,11,11.88
F,0.03,48,11,12.41
F,0.03,49,11,15.11
F,0.03,50,11,15.98
F,0.03,51,11,17.01
F,0.03,52,11,18.12
F,0.03,53,11,19.39
F,0.03,54,11,20.35
F,0.03,55,11,24.05
F,0.03,56,11,27.21
F,0.03,57,11,34.38
F,0.03,58,11,42.66
F,0.03,59,11,58.78
F,0.03,60,11,69.60
F,0.03,61,11,82.87
F,0.03,62,11,103.45
F,0.03,63,11,128.02
F,0.03,64,11,179.14
F,0.03,65,11,89.90
M,0.04,20,12,4.99
M,0.04,21,12,4.99
M,0.04,22,12,4.99
M,0.04,23,12,4.99
M,0.04,24,12,4.99
M,0.04,25,12,4.99
M,0.04,26,12,5.24
M,0.04,27,12,5.24
M,0.04,28,12,5.24
M,0.04,29,12,5.24
M,0.04,30,12,5.44
M,0.04,31,12,5.56
M,0.04,32,12,5.86
M,0.04,33,12,6.17
M,0.04,34,12,6.47
M,0.04,35,12,6.91
M,0.04,36,12,7.47
M,0.04,37,12,8.15
M,0.04,38,12,8.96
M,0.04,39,12,9.22
M,0.04,40,12,10.55
M,0.04,41,12,10.94
M,0.04,42,12,11.15
M,0.04,43,12,11.35
M,0.04,44,12,12.23
M,0.04,45,12,13.12
M,0.04,46,12,16.27
M,0.04,47,12,17.92
M,0.04,48,12,19.76
M,0.04,49,12,21.83
M,0.04,50,12,24.61
M,0.04,51,12,27.73
M,0.04,52,12,30.89
M,0.04,53,12,34.46
M,0.04,54,12,37.91
M,0.04,55,12,46.30
M,0.04,56,12,54.76
M,0.04,57,12,64.73
M,0.04,58,12,75.56
M,0.04,59,12,85.77
M,0.04,60,12,94.66
M,0.04,61,12,105.96
M,0.04,62,12,130.38
M,0.04,63,12,167.38
M,0.04,64,12,252.80
M,0.04,65,12,131.52
M,0.03,20,12,4.91
M,0.03,21,12,4.91
M,0.03,22,12,4.91
M,0.03,23,12,4.91
M,0.03,24,12,4.91
M,0.03,25,12,4.91
M,0.03,26,12,5.16
M,0.03,27,12,5.16
M,0.03,28,12,5.16
M,0.03,29,12,5.16
M,0.03,30,12,5.35
M,0.03,31,12,5.45
M,0.03,32,12,5.74
M,0.03,33,12,6.04
M,0.03,34,12,6.34
M,0.03,35,12,6.64
M,0.03,36,12,7.05
M,0.03,37,12,7.53
M,0.03,38,12,8.11
M,0.03,39,12,8.52
M,0.03,40,12,10.03
M,0.03,41,12,10.09
M,0.03,42,12,10.45
M,0.03,43,12,10.81
M,0.03,44,12,11.89
M,0.03,45,12,12.75
M,0.03,46,12,15.83
M,0.03,47,12,17.44
M,0.03,48,12,19.26
M,0.03,49,12,21.29
M,0.03,50,12,24.02
M,0.03,51,12,27.08
M,0.03,52,12,30.17
M,0.03,53,12,33.68
M,0.03,54,12,37.11
M,0.03,55,12,45.23
M,0.03,56,12,53.48
M,0.03,57,12,63.23
M,0.03,58,12,73.88
M,0.03,59,12,83.86
M,0.03,60,12,93.15
M,0.03,61,12,104.41
M,0.03,62,12,128.96
M,0.03,63,12,166.16
M,0.03,64,12,251.79
M,0.03,65,12,131.25
F,0.04,20,12,4.58
F,0.04,21,12,4.58
F,0.04,22,12,4.58
F,0.04,23,12,4.58
F,0.04,24,12,4.58
F,0.04,25,12,4.58
F,0.04,26,12,4.58
F,0.04,27,12,4.58
F,0.04,28,12,4.59
F,0.04,29,12,4.60
F,0.04,30,12,4.60
F,0.04,31,12,4.61
F,0.04,32,12,4.66
F,0.04,33,12,4.71
F,0.04,34,12,4.90
F,0.04,35,12,5.07
F,0.04,36,12,5.54
F,0.04,37,12,5.87
F,0.04,38,12,6.29
F,0.04,39,12,6.82
F,0.04,40,12,7.47
F,0.04,41,12,8.25
F,0.04,42,12,8.56
F,0.04,43,12,9.96
F,0.04,44,12,10.18
F,0.04,45,12,10.64
F,0.04,46,12,11.82
F,0.04,47,12,12.23
F,0.04,48,12,12.77
F,0.04,49,12,15.47
F,0.04,50,12,16.48
F,0.04,51,12,17.64
F,0.04,52,12,18.95
F,0.04,53,12,20.43
F,0.04,54,12,22.53
F,0.04,55,12,28.04
F,0.04,56,12,31.21
F,0.04,57,12,38.62
F,0.04,58,12,47.16
F,0.04,59,12,64.01
F,0.04,60,12,74.55
F,0.04,61,12,87.53
F,0.04,62,12,107.81
F,0.04,63,12,131.35
F,0.04,64,12,182.70
F,0.04,65,12,91.41
F,0.03,20,12,4.50
F,0.03,21,12,4.50
F,0.03,22,12,4.50
F,0.03,23,12,4.50
F,0.03,24,12,4.50
F,0.03,25,12,4.50
F,0.03,26,12,4.50
F,0.03,27,12,4.50
F,0.03,28,12,4.51
F,0.03,29,12,4.52
F,0.03,30,12,4.52
F,0.03,31,12,4.53
F,0.03,32,12,4.58
F,0.03,33,12,4.62
F,0.03,34,12,4.79
F,0.03,35,12,4.95
F,0.03,36,12,5.41
F,0.03,37,12,5.74
F,0.03,38,12,6.14
F,0.03,39,12,6.66
F,0.03,40,12,7.28
F,0.03,41,12,8.04
F,0.03,42,12,8.50
F,0.03,43,12,9.73
F,0.03,44,12,9.92
F,0.03,45,12,10.37
F,0.03,46,12,11.54
F,0.03,47,12,11.93
F,0.03,48,12,12.44
F,0.03,49,12,15.11
F,0.03,50,12,16.07
F,0.03,51,12,17.20
F,0.03,52,12,18.48
F,0.03,53,12,19.93
F,0.03,54,12,22.00
F,0.03,55,12,27.38
F,0.03,56,12,30.48
F,0.03,57,12,37.78
F,0.03,58,12,46.23
F,0.03,59,12,62.90
F,0.03,60,12,73.44
F,0.03,61,12,86.47
F,0.03,62,12,106.80
F,0.03,63,12,130.41
F,0.03,64,12,181.93
F,0.03,65,12,91.21
M,0.04,20,13,4.97
M,0.04,21,13,4.97
M,0.04,22,13,4.97
M,0.04,23,13,4.97
M,0.04,24,13,4.97
M,0.04,25,13,4.97
M,0.04,26,13,4.97
M,0.04,27,13,5.06
M,0.04,28,13,5.15
M,0.04,29,13,5.25
M,0.04,30,13,5.35
M,0.04,31,13,5.44
M,0.04,32,13,5.62
M,0.04,33,13,5.83
M,0.04,34,13,6.04
M,0.04,35,13,7.20
M,0.04,36,13,7.66
M,0.04,37,13,8.41
M,0.04,38,13,9.29
M,0.04,39,13,10.31
M,0.04,40,13,10.99
M,0.04,41,13,11.42
M,0.04,42,13,12.13
M,0.04,43,13,12.44
M,0.04,44,13,12.74
M,0.04,45,13,13.53
M,0.04,46,13,16.65
M,0.04,47,13,18.28
M,0.04,48,13,20.09
M,0.04,49,13,22.10
M,0.04,50,13,25.12
M,0.04,51,13,28.52
M,0.04,52,13,32.01
M,0.04,53,13,35.96
M,0.04,54,13,43.26
M,0.04,55,13,51.39
M,0.04,56,13,59.72
M,0.04,57,13,69.30
M,0.04,58,13,79.75
M,0.04,59,13,89.49
M,0.04,60,13,97.78
M,0.04,61,13,108.55
M,0.04,62,13,132.75
M,0.04,63,13,169.55
M,0.04,64,13,254.88
M,0.04,65,13,132.08
M,0.03,20,13,4.89
M,0.03,21,13,4.89
M,0.03,22,13,4.89
M,0.03,23,13,4.89
M,0.03,24,13,4.89
M,0.03,25,13,4.89
M,0.03,26,13,4.89
M,0.03,27,13,4.98
M,0.03,28,13,5.07
M,0.03,29,13,5.15
M,0.03,30,13,5.24
M,0.03,31,13,5.32
M,0.03,32,13,5.50
M,0.03,33,13,5.69
M,0.03,34,13,5.88
M,0.03,35,13,6.85
M,0.03,36,13,7.07
M,0.03,37,13,7.53
M,0.03,38,13,8.07
M,0.03,39,13,8.55
M,0.03,40,13,10.14
M,0.03,41,13,10.21
M,0.03,42,13,10.68
M,0.03,43,13,11.15
M,0.03,44,13,12.36
M,0.03,45,13,13.12
M,0.03,46,13,16.16
M,0.03,47,13,17.77
M,0.03,48,13,19.55
M,0.03,49,13,21.54
M,0.03,50,13,24.50
M,0.03,51,13,27.85
M,0.03,52,13,31.25
M,0.03,53,13,35.11
M,0.03,54,13,42.33
M,0.03,55,13,50.21
M,0.03,56,13,58.34
M,0.03,57,13,67.73
M,0.03,58,13,77.97
M,0.03,59,13,87.52
M,0.03,60,13,96.23
M,0.03,61,13,106.98
M,0.03,62,13,131.32
M,0.03,63,13,168.32
M,0.03,64,13,253.86
M,0.03,65,13,131.80
F,0.04,20,13,4.53
F,0.04,21,13,4.53
F,0.04,22,13,4.53
F,0.04,23,13,4.53
F,0.04,24,13,4.53
F,0.04,25,13,4.53
F,0.04,26,13,4.53
F,0.04,27,13,4.54
F,0.04,28,13,4.55
F,0.04,29,13,4.55
F,0.04,30,13,4.56
F,0.04,31,13,4.57
F,0.04,32,13,4.65
F,0.04,33,13,4.78
F,0.04,34,13,4.85
F,0.04,35,13,5.14
F,0.04,36,13,5.63
F,0.04,37,13,5.97
F,0.04,38,13,6.39
F,0.04,39,13,6.94
F,0.04,40,13,7.60
F,0.04,41,13,8.38
F,0.04,42,13,9.42
F,0.04,43,13,10.14
F,0.04,44,13,10.43
F,0.04,45,13,10.81
F,0.04,46,13,11.93
F,0.04,47,13,12.33
F,0.04,48,13,12.85
F,0.04,49,13,15.50
F,0.04,50,13,16.58
F,0.04,51,13,17.85
F,0.04,52,13,19.33
F,0.04,53,13,21.00
F,0.04,54,13,24.23
F,0.04,55,13,31.57
F,0.04,56,13,34.60
F,0.04,57,13,42.02
F,0.04,58,13,50.57
F,0.04,59,13,67.67
F,0.04,60,13,78.00
F,0.04,61,13,90.72
F,0.04,62,13,110.79
F,0.04,63,13,133.54
F,0.04,64,13,185.22
F,0.04,65,13,92.71
F,0.03,20,13,4.45
F,0.03,21,13,4.45
F,0.03,22,13,4.45
F,0.03,23,13,4.45
F,0.03,24,13,4.45
F,0.03,25,13,4.45
F,0.03,26,13,4.45
F,0.03,27,13,4.46
F,0.03,28,13,4.47
F,0.03,29,13,4.47
F,0.03,30,13,4.48
F,0.03,31,13,4.49
F,0.03,32,13,4.55
F,0.03,33,13,4.67
F,0.03,34,13,4.73
F,0.03,35,13,5.02
F,0.03,36,13,5.49
F,0.03,37,13,5.81
F,0.03,38,13,6.22
F,0.03,39,13,6.75
F,0.03,40,13,7.39
F,0.03,41,13,8.15
F,0.03,42,13,9.16
F,0.03,43,13,9.88
F,0.03,44,13,10.14
F,0.03,45,13,10.51
F,0.03,46,13,11.62
F,0.03,47,13,12.00
F,0.03,48,13,12.51
F,0.03,49,13,15.10
F,0.03,50,13,16.15
F,0.03,51,13,17.39
F,0.03,52,13,18.84
F,0.03,53,13,20.47
F,0.03,54,13,23.64
F,0.03,55,13,30.83
F,0.03,56,13,33.83
F,0.03,57,13,41.12
F,0.03,58,13,49.59
F,0.03,59,13,66.51
F,0.03,60,13,76.86
F,0.03,61,13,89.63
F,0.03,62,13,109.78
F,0.03,63,13,132.60
F,0.03,64,13,184.44
F,0.03,65,13,92.51
M,0.04,20,14,4.98
M,0.04,21,14,4.98
M,0.04,22,14,4.98
M,0.04,23,14,4.98
M,0.04,24,14,4.98
M,0.04,25,14,4.98
M,0.04,26,14,4.98
M,0.04,27,14,5.11
M,0.04,28,14,5.19
M,0.04,29,14,5.28
M,0.04,30,14,5.49
M,0.04,31,14,5.64
M,0.04,32,14,5.82
M,0.04,33,14,6.02
M,0.04,34,14,6.20
M,0.04,35,14,7.52
M,0.04,36,14,7.88
M,0.04,37,14,8.71
M,0.04,38,14,9.65
M,0.04,39,14,10.77
M,0.04,40,14,11.49
M,0.04,41,14,11.97
M,0.04,42,14,12.68
M,0.04,43,14,12.99
M,0.04,44,14,13.31
M,0.04,45,14,14.01
M,0.04,46,14,17.06
M,0.04,47,14,18.70
M,0.04,48,14,20.49
M,0.04,49,14,22.43
M,0.04,50,14,25.71
M,0.04,51,14,29.40
M,0.04,52,14,33.24
M,0.04,53,14,40.27
M,0.04,54,14,47.92
M,0.04,55,14,55.79
M,0.04,56,14,64.04
M,0.04,57,14,73.26
M,0.04,58,14,83.36
M,0.04,59,14,92.72
M,0.04,60,14,100.46
M,0.04,61,14,110.76
M,0.04,62,14,134.81
M,0.04,63,14,171.43
M,0.04,64,14,256.70
M,0.04,65,14,132.55
M,0.03,20,14,4.88
M,0.03,21,14,4.88
M,0.03,22,14,4.88
M,0.03,23,14,4.88
M,0.03,24,14,4.88
M,0.03,25,14,4.88
M,0.03,26,14,4.88
M,0.03,27,14,5.01
M,0.03,28,14,5.09
M,0.03,29,14,5.17
M,0.03,30,14,5.37
M,0.03,31,14,5.51
M,0.03,32,14,5.68
M,0.03,33,14,5.86
M,0.03,34,14,6.04
M,0.03,35,14,7.08
M,0.03,36,14,7.11
M,0.03,37,14,7.55
M,0.03,38,14,8.03
M,0.03,39,14,8.58
M,0.03,40,14,10.28
M,0.03,41,14,10.37
M,0.03,42,14,10.95
M,0.03,43,14,11.54
M,0.03,44,14,12.88
M,0.03,45,14,13.55
M,0.03,46,14,16.55
M,0.03,47,14,18.16
M,0.03,48,14,19.92
M,0.03,49,14,21.86
M,0.03,50,14,25.07
M,0.03,51,14,28.68
M,0.03,52,14,32.42
M,0.03,53,14,39.30
M,0.03,54,14,46.86
M,0.03,55,14,54.52
M,0.03,56,14,62.59
M,0.03,57,14,71.63
M,0.03,58,14,81.55
M,0.03,59,14,90.69
M,0.03,60,14,98.89
M,0.03,61,14,109.18
M,0.03,62,14,133.37
M,0.03,63,14,170.20
M,0.03,64,14,255.68
M,0.03,65,14,132.28
F,0.04,20,14,4.52
F,0.04,21,14,4.52
F,0.04,22,14,4.52
F,0.04,23,14,4.52
F,0.04,24,14,4.52
F,0.04,25,14,4.52
F,0.04,26,14,4.52
F,0.04,27,14,4.53
F,0.04,28,14,4.53
F,0.04,29,14,4.54
F,0.04,30,14,4.55
F,0.04,31,14,4.56
F,0.04,32,14,4.76
F,0.04,33,14,4.87
F,0.04,34,14,4.94
F,0.04,35,14,5.25
F,0.04,36,14,5.75
F,0.04,37,14,6.08
F,0.04,38,14,6.53
F,0.04,39,14,7.09
F,0.04,40,14,7.76
F,0.04,41,14,8.55
F,0.04,42,14,9.66
F,0.04,43,14,10.37
F,0.04,44,14,10.71
F,0.04,45,14,11.38
F,0.04,46,14,12.08
F,0.04,47,14,12.48
F,0.04,48,14,12.95
F,0.04,49,14,15.53
F,0.04,50,14,16.80
F,0.04,51,14,18.28
F,0.04,52,14,20.04
F,0.04,53,14,23.77
F,0.04,54,14,27.45
F,0.04,55,14,34.56
F,0.04,56,14,37.55
F,0.04,57,14,44.98
F,0.04,58,14,53.59
F,0.04,59,14,70.93
F,0.04,60,14,81.04
F,0.04,61,14,93.59
F,0.04,62,14,113.49
F,0.04,63,14,135.56
F,0.04,64,14,187.54
F,0.04,65,14,94.02
F,0.03,20,14,4.42
F,0.03,21,14,4.42
F,0.03,22,14,4.42
F,0.03,23,14,4.42
F,0.03,24,14,4.42
F,0.03,25,14,4.42
F,0.03,26,14,4.42
F,0.03,27,14,4.43
F,0.03,28,14,4.43
F,0.03,29,14,4.44
F,0.03,30,14,4.45
F,0.03,31,14,4.46
F,0.03,32,14,4.65
F,0.03,33,14,4.75
F,0.03,34,14,4.81
F,0.03,35,14,5.11
F,0.03,36,14,5.59
F,0.03,37,14,5.92
F,0.03,38,14,6.34
F,0.03,39,14,6.87
F,0.03,40,14,7.52
F,0.03,41,14,8.30
F,0.03,42,14,9.37
F,0.03,43,14,10.08
F,0.03,44,14,10.38
F,0.03,45,14,11.03
F,0.03,46,14,11.74
F,0.03,47,14,12.13
F,0.03,48,14,12.59
F,0.03,49,14,15.14
F,0.03,50,14,16.36
F,0.03,51,14,17.79
F,0.03,52,14,19.50
F,0.03,53,14,23.16
F,0.03,54,14,26.79
F,0.03,55,14,33.78
F,0.03,56,14,36.71
F,0.03,57,14,44.05
F,0.03,58,14,52.58
F,0.03,59,14,69.73
F,0.03,60,14,79.89
F,0.03,61,14,92.49
F,0.03,62,14,112.47
F,0.03,63,14,134.64
F,0.03,64,14,186.76
F,0.03,65,14,93.81
M,0.04,20,15,5.00
M,0.04,21,15,5.00
M,0.04,22,15,5.00
M,0.04,23,15,5.00
M,0.04,24,15,5.00
M,0.04,25,15,5.00
M,0.04,26,15,5.00
M,0.04,27,15,5.00
M,0.04,28,15,5.14
M,0.04,29,15,5.48
M,0.04,30,15,5.68
M,0.04,31,15,5.87
M,0.04,32,15,6.07
M,0.04,33,15,6.43
M,0.04,34,15,6.88
M,0.04,35,15,7.44
M,0.04,36,15,8.12
M,0.04,37,15,9.04
M,0.04,38,15,10.08
M,0.04,39,15,11.28
M,0.04,40,15,12.05
M,0.04,41,15,12.49
M,0.04,42,15,12.76
M,0.04,43,15,13.03
M,0.04,44,15,13.93
M,0.04,45,15,14.56
M,0.04,46,15,17.55
M,0.04,47,15,19.18
M,0.04,48,15,20.93
M,0.04,49,15,22.81
M,0.04,50,15,26.35
M,0.04,51,15,30.34
M,0.04,52,15,36.73
M,0.04,53,15,43.91
M,0.04,54,15,52.00
M,0.04,55,15,59.61
M,0.04,56,15,67.82
M,0.04,57,15,76.73
M,0.04,58,15,86.53
M,0.04,59,15,95.52
M,0.04,60,15,102.81
M,0.04,61,15,112.70
M,0.04,62,15,136.60
M,0.04,63,15,173.10
M,0.04,64,15,258.31
M,0.04,65,15,132.99
M,0.03,20,15,4.90
M,0.03,21,15,4.90
M,0.03,22,15,4.90
M,0.03,23,15,4.90
M,0.03,24,15,4.90
M,0.03,25,15,4.90
M,0.03,26,15,4.90
M,0.03,27,15,4.90
M,0.03,28,15,5.03
M,0.03,29,15,5.35
M,0.03,30,15,5.55
M,0.03,31,15,5.73
M,0.03,32,15,5.91
M,0.03,33,15,6.25
M,0.03,34,15,6.69
M,0.03,35,15,6.91
M,0.03,36,15,7.17
M,0.03,37,15,7.57
M,0.03,38,15,8.02
M,0.03,39,15,8.90
M,0.03,40,15,10.45
M,0.03,41,15,10.47
M,0.03,42,15,10.76
M,0.03,43,15,11.95
M,0.03,44,15,13.45
M,0.03,45,15,14.06
M,0.03,46,15,16.99
M,0.03,47,15,18.60
M,0.03,48,15,20.34
M,0.03,49,15,22.21
M,0.03,50,15,25.67
M,0.03,51,15,29.57
M,0.03,52,15,35.82
M,0.03,53,15,42.87
M,0.03,54,15,50.86
M,0.03,55,15,58.29
M,0.03,56,15,66.31
M,0.03,57,15,75.06
M,0.03,58,15,84.67
M,0.03,59,15,93.47
M,0.03,60,15,101.23
M,0.03,61,15,111.11
M,0.03,62,15,135.16
M,0.03,63,15,171.88
M,0.03,64,15,257.30
M,0.03,65,15,132.73
F,0.04,20,15,4.51
F,0.04,21,15,4.51
F,0.04,22,15,4.51
F,0.04,23,15,4.51
F,0.04,24,15,4.51
F,0.04,25,15,4.51
F,0.04,26,15,4.51
F,0.04,27,15,4.52
F,0.04,28,15,4.53
F,0.04,29,15,4.54
F,0.04,30,15,4.55
F,0.04,31,15,4.68
F,0.04,32,15,4.90
F,0.04,33,15,4.98
F,0.04,34,15,5.05
F,0.04,35,15,5.39
F,0.04,36,15,5.90
F,0.04,37,15,6.24
F,0.04,38,15,6.70
F,0.04,39,15,7.25
F,0.04,40,15,7.96
F,0.04,41,15,8.78
F,0.04,42,15,9.93
F,0.04,43,15,10.66
F,0.04,44,15,11.05
F,0.04,45,15,11.75
F,0.04,46,15,12.27
F,0.04,47,15,12.64
F,0.04,48,15,13.07
F,0.04,49,15,15.58
F,0.04,50,15,17.04
F,0.04,51,15,18.73
F,0.04,52,15,22.22
F,0.04,53,15,26.07
F,0.04,54,15,30.32
F,0.04,55,15,37.15
F,0.04,56,15,40.12
F,0.04,57,15,47.62
F,0.04,58,15,56.28
F,0.04,59,15,73.84
F,0.04,60,15,83.83
F,0.04,61,15,96.21
F,0.04,62,15,115.97
F,0.04,63,15,137.52
F,0.04,64,15,189.70
F,0.04,65,15,95.33
F,0.03,20,15,4.41
F,0.03,21,15,4.41
F,0.03,22,15,4.41
F,0.03,23,15,4.41
F,0.03,24,15,4.41
F,0.03,25,15,4.41
F,0.03,26,15,4.41
F,0.03,27,15,4.42
F,0.03,28,15,4.43
F,0.03,29,15,4.44
F,0.03,30,15,4.45
F,0.03,31,15,4.57
F,0.03,32,15,4.77
F,0.03,33,15,4.85
F,0.03,34,15,4.91
F,0.03,35,15,5.23
F,0.03,36,15,5.72
F,0.03,37,15,6.05
F,0.03,38,15,6.49
F,0.03,39,15,7.02
F,0.03,40,15,7.69
F,0.03,41,15,8.49
F,0.03,42,15,9.60
F,0.03,43,15,10.33
F,0.03,44,15,10.68
F,0.03,45,15,11.36
F,0.03,46,15,11.90
F,0.03,47,15,12.26
F,0.03,48,15,12.70
F,0.03,49,15,15.18
F,0.03,50,15,16.59
F,0.03,51,15,18.23
F,0.03,52,15,21.64
F,0.03,53,15,25.40
F,0.03,54,15,29.60
F,0.03,55,15,36.30
F,0.03,56,15,39.26
F,0.03,57,15,46.66
F,0.03,58,15,55.24
F,0.03,59,15,72.63
F,0.03,60,15,82.65
F,0.03,61,15,95.10
F,0.03,62,15,114.95
F,0.03,63,15,136.60
F,0.03,64,15,188.95
F,0.03,65,15,95.12
M,0.04,20,16,5.00
M,0.04,21,16,5.00
M,0.04,22,16,5.00
M,0.04,23,16,5.00
M,0.04,24,16,5.00
M,0.04,25,16,5.00
M,0.04,26,16,5.00
M,0.04,27,16,5.12
M,0.04,28,16,5.21
M,0.04,29,16,5.53
M,0.04,30,16,5.71
M,0.04,31,16,5.89
M,0.04,32,16,6.09
M,0.04,33,16,6.45
M,0.04,34,16,6.91
M,0.04,35,16,7.45
M,0.04,36,16,8.11
M,0.04,37,16,9.03
M,0.04,38,16,10.08
M,0.04,39,16,11.27
M,0.04,40,16,12.30
M,0.04,41,16,12.49
M,0.04,42,16,12.86
M,0.04,43,16,13.22
M,0.04,44,16,14.22
M,0.04,45,16,14.98
M,0.04,46,16,18.16
M,0.04,47,16,19.86
M,0.04,48,16,21.72
M,0.04,49,16,23.42
M,0.04,50,16,27.46
M,0.04,51,16,33.49
M,0.04,52,16,40.00
M,0.04,53,16,47.31
M,0.04,54,16,55.57
M,0.04,55,16,63.07
M,0.04,56,16,71.14
M,0.04,57,16,79.84
M,0.04,58,16,89.39
M,0.04,59,16,98.08
M,0.04,60,16,105.00
M,0.04,61,16,114.61
M,0.04,62,16,138.29
M,0.04,63,16,174.59
M,0.04,64,16,259.65
M,0.04,65,16,133.59
M,0.03,20,16,4.90
M,0.03,21,16,4.90
M,0.03,22,16,4.90
M,0.03,23,16,4.90
M,0.03,24,16,4.90
M,0.03,25,16,4.90
M,0.03,26,16,4.90
M,0.03,27,16,4.99
M,0.03,28,16,5.08
M,0.03,29,16,5.39
M,0.03,30,16,5.57
M,0.03,31,16,5.74
M,0.03,32,16,5.92
M,0.03,33,16,6.25
M,0.03,34,16,6.70
M,0.03,35,16,6.95
M,0.03,36,16,7.26
M,0.03,37,16,7.75
M,0.03,38,16,8.69
M,0.03,39,16,8.89
M,0.03,40,16,10.28
M,0.03,41,16,10.74
M,0.03,42,16,11.05
M,0.03,43,16,12.24
M,0.03,44,16,13.74
M,0.03,45,16,14.46
M,0.03,46,16,17.56
M,0.03,47,16,19.23
M,0.03,48,16,21.06
M,0.03,49,16,22.73
M,0.03,50,16,26.67
M,0.03,51,16,32.58
M,0.03,52,16,38.96
M,0.03,53,16,46.17
M,0.03,54,16,54.35
M,0.03,55,16,61.67
M,0.03,56,16,69.59
M,0.03,57,16,78.11
M,0.03,58,16,87.49
M,0.03,59,16,95.99
M,0.03,60,16,103.41
M,0.03,61,16,113.00
M,0.03,62,16,136.85
M,0.03,63,16,173.37
M,0.03,64,16,258.64
M,0.03,65,16,133.33
F,0.04,20,16,4.51
F,0.04,21,16,4.51
F,0.04,22,16,4.51
F,0.04,23,16,4.51
F,0.04,24,16,4.51
F,0.04,25,16,4.51
F,0.04,26,16,4.51
F,0.04,27,16,4.54
F,0.04,28,16,4.57
F,0.04,29,16,4.60
F,0.04,30,16,4.66
F,0.04,31,16,4.69
F,0.04,32,16,4.94
F,0.04,33,16,5.03
F,0.04,34,16,5.14
F,0.04,35,16,5.48
F,0.04,36,16,6.00
F,0.04,37,16,6.35
F,0.04,38,16,6.81
F,0.04,39,16,7.39
F,0.04,40,16,8.11
F,0.04,41,16,8.97
F,0.04,42,16,10.12
F,0.04,43,16,11.10
F,0.04,44,16,11.22
F,0.04,45,16,12.22
F,0.04,46,16,12.48
F,0.04,47,16,13.02
F,0.04,48,16,13.65
F,0.04,49,16,16.35
F,0.04,50,16,18.10
F,0.04,51,16,21.23
F,0.04,52,16,24.71
F,0.04,53,16,28.56
F,0.04,54,16,32.84
F,0.04,55,16,39.70
F,0.04,56,16,42.53
F,0.04,57,16,49.99
F,0.04,58,16,58.63
F,0.04,59,16,76.31
F,0.04,60,16,86.16
F,0.04,61,16,98.41
F,0.04,62,16,117.97
F,0.04,63,16,138.84
F,0.04,64,16,191.26
F,0.04,65,16,96.04
F,0.03,20,16,4.41
F,0.03,21,16,4.41
F,0.03,22,16,4.41
F,0.03,23,16,4.41
F,0.03,24,16,4.41
F,0.03,25,16,4.41
F,0.03,26,16,4.41
F,0.03,27,16,4.44
F,0.03,28,16,4.47
F,0.03,29,16,4.50
F,0.03,30,16,4.53
F,0.03,31,16,4.56
F,0.03,32,16,4.80
F,0.03,33,16,4.89
F,0.03,34,16,4.99
F,0.03,35,16,5.31
F,0.03,36,16,5.81
F,0.03,37,16,6.16
F,0.03,38,16,6.59
F,0.03,39,16,7.15
F,0.03,40,16,7.84
F,0.03,41,16,8.68
F,0.03,42,16,9.80
F,0.03,43,16,10.73
F,0.03,44,16,10.86
F,0.03,45,16,11.79
F,0.03,46,16,12.12
F,0.03,47,16,12.65
F,0.03,48,16,13.27
F,0.03,49,16,15.94
F,0.03,50,16,17.63
F,0.03,51,16,20.66
F,0.03,52,16,24.07
F,0.03,53,16,27.85
F,0.03,54,16,32.05
F,0.03,55,16,38.82
F,0.03,56,16,41.62
F,0.03,57,16,49.00
F,0.03,58,16,57.58
F,0.03,59,16,75.07
F,0.03,60,16,84.97
F,0.03,61,16,97.30
F,0.03,62,16,116.95
F,0.03,63,16,137.93
F,0.03,64,16,190.52
F,0.03,65,16,95.83
M,0.04,20,17,4.99
M,0.04,21,17,4.99
M,0.04,22,17,4.99
M,0.04,23,17,4.99
M,0.04,24,17,4.99
M,0.04,25,17,4.99
M,0.04,26,17,5.02
M,0.04,27,17,5.07
M,0.04,28,17,5.31
M,0.04,29,17,5.60
M,0.04,30,17,5.76
M,0.04,31,17,5.92
M,0.04,32,17,6.13
M,0.04,33,17,6.49
M,0.04,34,17,6.96
M,0.04,35,17,7.49
M,0.04,36,17,8.11
M,0.04,37,17,9.04
M,0.04,38,17,10.11
M,0.04,39,17,11.30
M,0.04,40,17,12.30
M,0.04,41,17,12.51
M,0.04,42,17,12.52
M,0.04,43,17,13.43
M,0.04,44,17,14.51
M,0.04,45,17,15.39
M,0.04,46,17,18.79
M,0.04,47,17,20.57
M,0.04,48,17,22.51
M,0.04,49,17,24.04
M,0.04,50,17,30.06
M,0.04,51,17,36.19
M,0.04,52,17,42.80
M,0.04,53,17,50.29
M,0.04,54,17,58.76
M,0.04,55,17,66.16
M,0.04,56,17,74.13
M,0.04,57,17,82.62
M,0.04,58,17,91.95
M,0.04,59,17,100.38
M,0.04,60,17,106.99
M,0.04,61,17,116.32
M,0.04,62,17,139.80
M,0.04,63,17,175.92
M,0.04,64,17,260.85
